index,id,title,artists,popularity,release_date,duration_s,danceability,energy,key,loudness,mode,acousticness,instrumentalness,speechiness,liveness,valence,tempo,time_signature,label,cluster_label
358,2jxqu3v4AZAhUNvdAbDGet,New York Minute,['Don Henley'],56,1989-01-01,395.4,0.551,0.289,8,12.214,0,0.334,0.0,0.0262,0.0379,0.117,132.133,4,1,1
132,0MArhYeFvgi8V2Pj3ecwBs,La Declaración,['El Zar'],58,2020-05-15,277.573,0.823,0.486,0,9.111,0,0.197,0.0021,0.0421,0.0696,0.588,113.006,4,1,0
350,21NC3SKFH7o1uhVEeT8dj8,Ho Capito Che Ti Amo,['Luigi Tenco'],35,2012-03-15,138.135,0.264,0.213,0,11.241,0,0.833,0.00377,0.0315,0.213,0.348,78.704,4,1,1
32,782JmkLy6uVD8MW0EJrih9,Quiéreme (feat. Abraham Mateo & Lary Over) - Remix,Lary Over,52,2018-01-19,256.081,0.528,0.75,2,4.285,1,0.509,0.0,0.109,0.277,0.535,175.725,4,0,0
75,2z9YkcLojiOE7Eu2p9lPZR,Normal,Feid,78,2022-07-08,171.987,0.712,0.557,4,4.861,0,0.0397,0.0,0.115,0.27,0.594,170.079,4,0,0
77,4AzXkmeUohksYmB2QOwxly,Matemos las Ganas,Mayquel 5stars,34,2021-09-03,187.024,0.845,0.594,5,8.228,1,0.359,2.79e-06,0.14,0.143,0.653,95.049,4,0,0
113,1PmKfNsHxPdMaHP496myD3,TURROMANTIKO,Salastkbron,59,2022-01-12,131.0,0.795,0.58,7,6.443,1,0.338,0.0,0.132,0.163,0.657,90.099,4,0,0
149,5YYW3yRktprLRr47WK219Y,Ella No Es Tuya - Remix,Nicki Nicole,66,2021-02-03,218.107,0.585,0.611,6,4.132,1,0.39,0.0,0.288,0.649,0.962,97.041,4,0,0
394,442ekDJOfQ2Hw1ds3NJvdk,Tune Down,['Chris Joss'],42,2015-04-16,280.59,0.774,0.54,10,11.83,1,0.324,0.842,0.0842,0.109,0.529,148.032,4,1,1
114,0QyZr2HXSVJgTci0DPfcB9,Ainsi soit-il,['Louis Chedid'],34,1981-12-31,190.533,0.7,0.491,5,14.861,0,0.251,0.000102,0.0278,0.186,0.56,124.591,4,1,1
355,6aSLJNlqxbeRt1t0bkDYCf,Reflections Of My Life - Original recording,['Marmalade'],0,2011-09-05,251.28,0.398,0.398,7,10.66,1,0.577,0.0248,0.0263,0.219,0.54,92.239,4,1,1
69,4BQhcyuHF87sZ3vTPnTTVh,Moby Dick,['Banco Del Mutuo Soccorso'],30,1983-06-28,319.533,0.545,0.923,6,5.204,0,0.00637,0.000805,0.0351,0.97,0.638,83.123,4,1,0
164,6AHPeICKAPWqjCqCX1b4ZH,Closest Thing to Heaven,['The Kane Gang'],3,2014-10-27,290.266,0.69,0.62,7,7.106,0,0.308,0.000228,0.0243,0.0974,0.661,101.674,4,1,0
61,75z6iIbk5fKsIrEPYqRK9G,Working in a Goldmine,['Aztec Camera'],24,1987-01-01,343.253,0.668,0.61,0,10.96,1,0.393,0.0135,0.0354,0.0625,0.858,172.256,4,1,1
103,6dnDKVx1eLiYwc9tsy40ps,Pide - Remix,El Pesa 9,58,2021-12-24,131.982,0.646,0.725,1,6.746,1,0.0623,0.0,0.089,0.108,0.738,185.977,4,0,0
69,31M5m42C3EGlbydf9XB5to,Duro y Suave,Noriel,57,2018-01-19,207.72,0.769,0.721,10,4.483,0,0.111,5.9e-05,0.153,0.0505,0.618,94.978,4,0,0
21,5Fim1gaXBgsiFfsQAfQSDS,Hasta el Amanecer,Nicky Jam,68,2017-01-20,198.707,0.832,0.608,6,6.042,0,0.282,0.0,0.0385,0.0761,0.589,94.013,4,0,0
295,5bTkVCEvLtKoLKc21am5e0,All For A Reason,['Alessi Brothers'],38,1998-01-01,231.853,0.549,0.601,6,10.513,1,0.107,1.01e-06,0.0624,0.0799,0.481,122.45,4,1,1
1,6biYawsydEWE94mUTuztvv,Mensajitos,Frn,31,2022-12-31,178.661,0.677,0.639,6,5.722,0,0.127,0.0,0.0511,0.0822,0.249,91.05,4,0,0
2,4ByaTrfoYbXrmlbsTG8MTD,Dame Algo,Bad Bunny,59,2018-12-14,237.907,0.829,0.723,8,3.743,0,0.176,0.0,0.105,0.0877,0.721,92.956,4,0,0
40,5OZ4ske7GzEE6fOy9qjWdh,ALEJO ISAKK | DJ TAO Turreo Sessions #14,Alejo Isakk,59,2022-09-22,160.171,0.856,0.852,4,2.749,0,0.074,0.0,0.116,0.0604,0.711,95.025,4,0,0
186,6fE7ffZWTeeyLdYyQccx5S,Vámonos de Viaje,['Bandalos Chinos'],0,2018-08-03,235.866,0.766,0.746,5,6.148,1,0.0252,0.00216,0.0303,0.355,0.884,129.008,4,1,0
48,6dyUkkcyYuDiHOwIRXYOJm,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Myke Towers,58,2020-01-24,366.613,0.833,0.858,9,3.283,1,0.0696,0.0,0.0794,0.239,0.675,91.967,4,0,0
93,0ysmSFtUbZuPMVMru4jkxS,Que Le Den,Pepper,28,2022-05-05,138.938,0.843,0.804,10,3.173,0,0.198,0.0,0.147,0.356,0.866,90.014,4,0,0
87,78kygHp1dvW1kncYjBgbe1,Mujeriego,Ryan Castro,69,2021-12-17,142.5,0.758,0.621,9,8.033,1,0.0628,0.0,0.125,0.0809,0.92,79.949,4,0,0
255,4G9uB4lMcQRvDgtkWBsbPd,Bona Nit,['Els Pets'],35,1997-01-01,233.466,0.457,0.269,2,13.388,1,0.893,0.00694,0.0317,0.159,0.233,141.921,4,1,1
330,2l9UM2IVGSulrohfekmKdr,A Song For You,['Leon Russell'],52,1970-01-01,248.6,0.48,0.0871,5,22.005,1,0.973,2.67e-06,0.0442,0.148,0.205,118.036,4,1,1
18,0lqNtjLgTJYScspOhJXxtx,Talk to Me,['Stevie Nicks'],46,1986-01-07,250.026,0.643,0.712,5,6.385,1,0.0576,0.00467,0.0266,0.287,0.636,103.07,4,1,0
138,7aPZrVHFSZrcWakHCNn9Fx,Salimo en Caravana,Locura Mix,51,2022-01-21,181.354,0.778,0.592,7,7.464,1,0.0786,6.71e-05,0.123,0.253,0.555,89.954,4,0,0
248,4ZtzRd8X3iB6s0Y2BXeDoI,Desire,"['Barry Gibb', 'Maurice Gibb', 'Robin Gibb', 'Andy Gibb']",33,1980-01-01,268.706,0.83,0.596,7,6.996,1,0.0902,0.000242,0.0415,0.345,0.915,123.28,4,1,0
16,7ahJuQwQlpaLcltuymyX2u,Ma Que Ta' Buscando RKT (Azote) - Remix,El Kaio,46,2022-12-06,123.724,0.846,0.591,2,7.97,1,0.0154,0.0,0.122,0.0753,0.497,96.974,4,0,0
195,2dEgwtRjYl6TJkIwjRwn6z,Heaven,['Warrant'],57,1989-01-01,236.866,0.461,0.488,6,11.143,1,0.115,0.0,0.0287,0.128,0.33,145.778,4,1,1
378,26m9FbObHOTlXwcQH9HBH1,Bayou,['The Love Unlimited Orchestra'],28,1981-01-01,295.666,0.628,0.722,11,12.635,1,0.187,0.859,0.0389,0.0378,0.869,111.968,4,1,1
5,2ALRaYszX1wDifP6HrcdqS,Gusty DJ | Ecko - Session en el Barrio #7,ECKO,69,2022-12-15,162.062,0.883,0.66,6,5.829,0,0.213,7.51e-06,0.0645,0.0723,0.588,96.975,4,0,0
56,6G4U9avyBNEfP0fAIduev3,Ella Y Yo - Featuring Don Omar,Don Omar,74,2005-04-26,267.787,0.732,0.708,9,7.905,0,0.534,0.0,0.262,0.237,0.717,175.924,4,0,0
81,2XRqhe4lmCQVaUWawR5wRo,Rica y Apretadita (feat. Anayka),Anayka,58,1991-01-01,261.867,0.846,0.85,6,5.707,1,0.162,0.0,0.0509,0.355,0.816,115.341,4,0,0
129,3xnzkgl56WCFFzLxQ8c07L,KALEB DI MASI | DJ TAO Turreo Sessions #5,DJ Tao,0,2021-09-17,147.658,0.787,0.853,11,4.629,0,0.418,0.000173,0.354,0.24,0.669,176.131,4,0,0
126,51yjkR9blUWtAphR7lZl5y,Ley Seca,Anuel AA,33,2021-09-02,263.653,0.754,0.847,8,3.731,1,0.127,0.0,0.0926,0.174,0.546,104.973,4,0,0
307,6D8BkkjFumCyE2qi5I7a3D,Isn't It Midnight - 2017 Remaster,['Fleetwood Mac'],47,1987-04-13,253.586,0.511,0.665,0,8.529,0,0.00162,0.173,0.0275,0.247,0.52,145.964,4,1,1
22,2t6IxTASaSFkZEt61tQ6W6,PLAYA DEL INGLÉS,Myke Towers,81,2022-12-15,237.525,0.793,0.736,7,3.254,0,0.0822,0.0,0.0469,0.109,0.656,112.993,4,0,0
216,2Fxb080lQzmWEOwxbcW2CW,Another Lonely Night In New York,['Robin Gibb'],34,1983-10-01,254.533,0.581,0.515,11,13.277,0,0.554,2.82e-05,0.0297,0.167,0.217,103.066,4,1,1
265,2NGHDcAjb77sQhbIp6lFgq,Captured by the Moment,['Steve Perry'],30,1984-04-01,228.706,0.313,0.659,1,5.055,1,0.202,0.0,0.032,0.135,0.212,119.179,4,1,1
132,6gj8jaIY55FEpG3Q4CXKFA,Tamo Chelo - Remix,EL NOBA,44,2021-07-16,117.464,0.816,0.482,9,9.549,1,0.00449,0.0,0.206,0.106,0.572,88.041,4,0,0
71,07Kd5qsOIjgUIitcgYOKri,Circle Of Love,['Steve Miller Band'],29,1981-01-01,389.026,0.631,0.296,5,13.205,1,0.0551,0.0456,0.0333,0.0818,0.266,119.405,4,1,1
338,6I1rRTrHoY0VDJPi64OYH5,Tired of Toein' the Line,['Rocky Burnette'],0,1980-05-10,214.583,0.7,0.789,7,9.591,1,0.612,2.72e-05,0.033,0.445,0.819,120.804,4,1,1
67,1JxhrUWZjuI8AOjDJ1JpMN,Soy Peor,Bad Bunny,73,2016-12-08,257.384,0.808,0.611,0,3.221,0,0.683,0.00638,0.0663,0.114,0.172,116.011,4,0,0
25,5D9GsDnz3PSWc51D1du4BI,Esta Lloviendo,Yari M,36,2023-02-09,172.075,0.783,0.827,0,2.204,1,0.0617,0.000154,0.0445,0.0987,0.72,132.561,4,0,0
46,13Ju1Z16BSlbEtsCghbQb0,No Es Normal (Turreo Rkt),DJ Bepe,13,2022-07-14,203.396,0.874,0.642,1,6.356,1,0.0494,1.03e-06,0.0709,0.122,0.819,90.093,4,0,0
64,1UdzJEpgJxtuXAlCOvD4S0,Fuera del mercado,Danny Ocean,79,2022-02-17,159.849,0.453,0.673,8,5.649,1,0.32,0.0,0.144,0.131,0.266,92.06,4,0,0
15,79HZAZNnOE97rb2hnI0XQr,LOKERA,Brray,81,2022-07-25,195.294,0.834,0.828,11,2.657,0,0.21,5.91e-06,0.0452,0.103,0.58,102.019,4,0,0
66,3Zc97mUeiftuH2IRypbK0x,Picture Book,['Simply Red'],7,2020-04-17,352.666,0.687,0.455,11,7.447,0,0.0771,0.161,0.036,0.0942,0.342,108.054,4,1,1
147,1ePMFMnmmXSKwDHiI8hzBL,Pal Cache,Omar Varela,46,2021-10-01,145.714,0.85,0.67,2,4.061,1,0.136,4.31e-05,0.222,0.082,0.909,83.987,4,0,0
221,5iPzax2duOrsYLZ6yED9vW,Patos,['ASTOR'],34,2017-01-01,281.5,0.636,0.761,0,5.062,1,0.00445,0.00173,0.0719,0.0898,0.624,119.166,4,1,0
36,0Gx4VrHzS7pZOEAGrmXXBH,La Bicicleta,Shakira,71,2017-11-10,229.51,0.745,0.944,0,3.959,1,0.21,1.45e-06,0.134,0.333,0.951,179.991,4,0,0
26,54ELExv56KCAB4UP9cOCzC,Gato de Noche,Bad Bunny,88,2022-12-22,227.013,0.892,0.662,8,3.894,1,0.169,1.24e-06,0.162,0.363,0.607,93.976,4,0,0
188,79akkstwW1KJBBEzCf8yA8,She Is Michelle,['Gato Barbieri'],27,1989-01-01,373.68,0.206,0.474,2,9.767,0,0.0559,0.255,0.0338,0.0781,0.226,172.045,4,1,1
43,5e8PZyJDa0NIAvnycImEEv,Quiero Comerte,El Fisico,46,2022-09-01,173.291,0.678,0.835,9,3.062,0,0.0173,0.0,0.251,0.0691,0.878,190.047,4,0,0
97,7LEa5gBXDHSzYLrrrSe5fW,Luces de alcohol,['Antonio Flores'],8,1988-01-01,303.293,0.578,0.388,7,12.131,1,0.248,3.19e-06,0.0275,0.117,0.294,116.183,4,1,1
115,2g3wyAWIAvmjfZ8K6Jb4Zn,Con il nastro rosa,['Lucio Battisti'],54,1980-01-01,321.16,0.666,0.515,1,10.74,0,0.0654,0.0152,0.0331,0.0687,0.687,119.559,4,1,0
369,6UG238Udcsau5Y2MZvaQHc,Adios Nonino,"['Astor Piazzolla', 'Carel Kraayenhof', 'Concertgebouw Chamber Orchestra', 'Ed Spanjaard', 'Sebastiaan van Delft']",0,2002-04-23,283.306,0.258,0.0827,11,21.204,0,0.871,0.00146,0.0379,0.0784,0.0395,123.466,4,1,1
161,2a1cUvC0Df5Syc3BJJgWap,You Are a Danger,['Gary Low'],37,1982-01-01,519.84,0.888,0.5,10,7.801,0,0.0948,0.03,0.0505,0.0867,0.842,123.229,4,1,0
54,4Eg4rrQSUws4RQOjt2utjp,Intruder,['Peter Gabriel'],27,1980-05-23,294.4,0.832,0.659,11,10.402,1,0.0967,0.316,0.0368,0.099,0.581,93.595,4,1,0
87,7IRuf7FrdQvOGs0g9mSNGr,La Bicicleta (feat. Maluma) - Remix,Maluma,48,2016-08-19,254.069,0.598,0.917,0,3.455,1,0.117,0.0,0.159,0.398,0.575,180.049,4,0,0
71,0Be7sopyKMv8Y8npsUkax2,Tacones Rojos,Sebastian Yatra,75,2021-10-22,189.32,0.748,0.856,11,3.517,0,0.0824,0.0,0.0348,0.142,0.927,123.031,4,0,0
142,3Zl6aRDcumXbkNMIQeCjeb,That Girl Is Gone,['David Pack'],39,1985-01-01,284.186,0.647,0.73,9,7.01,1,0.289,2.28e-06,0.0519,0.0851,0.618,81.033,4,1,0
56,32DYxkf7ZLJrsm5JacvF3Y,Holiday - 2015 Remaster,['Scorpions'],43,1979-01-15,391.36,0.436,0.426,2,8.683,0,0.371,0.0133,0.0311,0.242,0.305,117.95,4,1,1
233,0k4XkPxJMQKQa7Ali1qske,A Remark You Made,['Weather Report'],37,1977-03-01,410.533,0.503,0.173,8,15.241,1,0.642,0.131,0.0291,0.0567,0.142,104.731,4,1,1
31,4KbNSEkFUqFVUMX9Js85ty,The Shuffle,['Van McCoy'],38,1976-09-09,257.633,0.588,0.755,5,8.19,1,0.142,0.546,0.0465,0.128,0.939,123.259,4,1,0
227,4UOwKYuhnVIBYHE3SlOjZH,Cellophane City,['Steve Forbert'],33,2011-01-01,336.706,0.631,0.378,5,16.248,1,0.0305,0.042,0.0374,0.137,0.723,116.793,4,1,1
253,59fOzEyTE5IPPzL2fkkU2Q,Plus fort que nous - Instrumental,['Francis Lai'],31,1966-01-01,198.853,0.214,0.461,8,8.25,1,0.923,0.907,0.0319,0.0947,0.207,67.546,4,1,1
328,5FePQYEKacbmhPEMB2baOJ,One Day (At A Time) - Remastered 2010,['John Lennon'],30,1973-10-29,190.453,0.423,0.385,8,11.107,1,0.828,1.51e-05,0.0316,0.218,0.274,90.142,4,1,1
114,21WMt1QAS2d4q1r8wRaHF9,Takiti RKT - Remix,Tomy DJ,12,2022-02-23,150.131,0.801,0.817,6,6.408,1,0.0959,0.00438,0.124,0.328,0.349,90.106,4,0,0
59,7yLHuC6TIjR68Ql2FMuAC0,SALAS | DJ TAO Turreo Session #12,Salastkbron,22,2022-07-07,161.959,0.729,0.701,8,5.084,1,0.0812,0.0,0.0988,0.122,0.738,88.001,4,0,0
16,0EpFfFZpCuqYFzHvxOtrZS,Encantadora (feat. Farruko & Zion & Lennox) - Remix,Egbert Rosa aka Haze,53,2016-03-18,252.493,0.644,0.895,8,3.669,1,0.172,0.0,0.0469,0.285,0.887,169.98,4,0,0
113,7H4wpNfcO1QHS2XJzTAI4v,When Love Is The Missing Word,['Cretu & Thiers'],35,1988-01-01,240.026,0.665,0.59,2,12.097,0,0.512,0.00163,0.0306,0.226,0.651,120.776,4,1,1
13,2cnKEkpVUSV4wnjQiTWfH6,Escápate Conmigo,Ozuna,0,2017-03-31,232.787,0.747,0.864,8,3.181,0,0.0245,4.46e-05,0.0599,0.0853,0.754,92.028,4,0,0
134,5rWMxk6HfjqBhE2yawpk0W,If You Really Want To Be My Friend - Remastered,['The Rolling Stones'],23,1974-10-18,376.293,0.43,0.652,7,5.023,1,0.531,0.000358,0.0357,0.068,0.366,148.922,4,1,1
19,5EId1m4DNwTf3at31w8bPJ,El Farsante,Ozuna,71,2017-08-25,233.827,0.735,0.703,6,4.249,1,0.2,0.0,0.0611,0.259,0.323,120.007,4,0,0
7,3zeyaQA8I4XJUJcpKUvlRq,LE DOY 20 MIL,Prince Royce,58,2023-02-09,182.793,0.789,0.832,9,9.48,1,0.12,0.000354,0.0526,0.162,0.973,86.682,3,0,0
93,2qM1Uus4I6Yx2BGlIzXaI0,Es Un Secreto,Plan B,0,2010-07-20,190.56,0.841,0.783,6,4.915,0,0.106,2.49e-06,0.0432,0.0528,0.514,94.989,4,0,0
141,2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,Jhayco,78,2022-04-01,228.75,0.771,0.707,2,6.404,0,0.389,0.0,0.055,0.0745,0.317,127.963,4,0,0
86,6ojZtz3sZr6ynvejLOqgCj,Nos Comemos (feat. Ozuna),Ozuna,72,2022-06-02,191.087,0.827,0.819,6,3.701,1,0.1,0.0,0.052,0.089,0.562,92.017,4,0,0
78,6P2KDyo8e74VfxeC1aAlFV,Vasos Vacíos,['Andrés Calamaro'],37,2009-09-09,321.433,0.733,0.454,4,9.44,1,0.542,0.000111,0.0292,0.166,0.461,112.023,4,1,1
103,4nukRzBYAvqhLP1OfHpEOk,Cry to Me,['Loleatta Holloway'],34,1975-07-01,348.6,0.475,0.455,8,12.165,1,0.149,1.41e-05,0.0339,0.233,0.462,101.681,3,1,1
353,6mjP04NmIif26uwe3GyuLM,Like A Fool,['Robin Gibb'],0,1985-01-01,238.08,0.705,0.429,9,16.371,0,0.0433,1.87e-06,0.0246,0.181,0.766,96.881,4,1,1
65,3lSGDKKSwriNLWprWWdSwF,Ahora Que Está Soltera,Kaleb Di Masi,32,2022-07-15,160.435,0.874,0.7,11,3.905,0,0.0419,0.27,0.172,0.174,0.775,92.041,4,0,0
180,0NTk9120h5oAiJPuR9GRcY,Lucky In Love,['Mick Jagger'],33,1985-02-19,373.693,0.7,0.738,11,7.206,0,0.00753,3.89e-05,0.124,0.0495,0.486,98.862,4,1,0
162,7JK8XRHurusTnfalMv43sr,Midnight Blues,"['Snowy White', 'The White Flames']",45,1996-10-07,513.36,0.477,0.251,4,12.852,0,0.782,0.0387,0.0592,0.0842,0.114,131.876,4,1,1
98,2p8ltfqJwkWXKW7ECRwmjY,Picky,Joey Montana,0,2016-09-09,182.747,0.813,0.742,8,4.708,1,0.156,0.0,0.0592,0.173,0.801,93.228,4,0,0
268,6MXOP2futpG84fk4Oqou5Y,In a Lifetime - Remastered,"['Clannad', 'Bono']",44,1985-01-01,187.986,0.462,0.519,2,9.957,0,0.429,3.47e-05,0.0302,0.0865,0.304,133.54,4,1,1
90,3OA9JbQqYedBkLmCYcQS2B,Call Me - Stereo,['Petula Clark'],12,1997-01-01,166.44,0.499,0.651,4,9.261,1,0.748,0.0,0.0433,0.415,0.727,156.137,4,1,1
102,5Qeq8R61X2rZEcdbxMUhKf,Bellakeo Rosa - Remix,Lautaro DDJ,14,2021-12-20,170.238,0.825,0.554,1,4.223,1,0.125,0.000258,0.0836,0.113,0.278,168.064,4,0,0
68,5vWgQ5tRPZ7enuuqBDDniZ,Volver a Mí,['Fito Paez'],35,2003-05-20,181.373,0.586,0.803,0,5.631,1,0.0121,9.99e-05,0.0311,0.41,0.747,114.876,4,1,0
57,4bisT9khxJYFKaoG8pxq5h,Hasta el Amanecer (feat. Daddy Yankee) - The Remix,Daddy Yankee,50,2017-01-20,188.467,0.823,0.721,6,5.164,0,0.258,0.0,0.0408,0.0593,0.669,93.976,4,0,0
104,4rMs8KWAFaNDbRa0hk0TDo,ALLA,Dj Plaga,48,2022-03-30,130.909,0.774,0.711,1,5.802,1,0.36,0.0,0.0574,0.326,0.786,87.95,4,0,0
126,73OTSezNgHcjeZXYYjg1SU,Pégate (Rkt Intro) - REMIX,DJ MRK,8,2022-01-21,170.027,0.674,0.608,11,6.948,1,0.00184,0.17,0.289,0.189,0.711,127.987,4,0,0
28,44uHfoV34jm6wAX7uc17xi,"Mega Marisola (Que Paso, Te Asustaste - TikTok) 2.0 - Remix",Aniasko DJ,49,2022-10-06,217.959,0.852,0.639,10,5.109,0,0.0348,0.0,0.141,0.066,0.578,98.003,4,0,0
131,0HJn2dBaBMz8aAjhWlfAmq,NEÓN RKT,NEHUEEMIX,23,2021-08-31,163.521,0.827,0.62,1,4.877,0,0.204,0.00703,0.058,0.191,0.481,160.026,4,0,0
90,7MMRoGvm7uhoUVhGvHJ3yW,Una Lady Como Tú (feat. Nicky Jam) - Remix,Nicky Jam,48,2017-08-04,228.48,0.518,0.532,4,7.402,1,0.392,0.0,0.0771,0.355,0.741,95.008,4,0,0
108,3C1ZCDxKcotsD3frlMFTpK,More Than One Way to Love a Woman,"['Ray Parker Jr.', 'Raydio']",21,1979-01-01,344.36,0.751,0.614,5,7.753,1,0.133,0.263,0.0277,0.0792,0.67,103.139,4,1,0
349,77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,['The Rolling Stones'],69,1978-06-09,265.173,0.783,0.878,1,3.864,0,0.39,0.000778,0.0308,0.0426,0.885,100.626,4,1,0
183,0kKpGcvoXroKo1iNO5cDhi,"Stop, Look, Listen (To Your Heart)","['Diana Ross', 'Marvin Gaye']",48,1973-10-26,177.786,0.592,0.383,8,10.929,1,0.319,0.0,0.0276,0.231,0.556,83.421,4,1,1
129,5TMLavqGRKNxgzMBrVpC9R,Mon Amour - Remix,Aitana,78,2021-08-18,179.94,0.748,0.761,2,6.621,1,0.122,6.56e-06,0.102,0.0984,0.362,116.041,4,0,0
144,1Y62KpDaP5MEL43ZcI6IaG,SIN SEÑAL,Ovy On The Drums,77,2022-07-22,185.085,0.822,0.851,11,3.314,0,0.333,0.00792,0.0422,0.105,0.749,117.992,4,0,0
245,1NeQzAqahRYI09bgLbhVFN,Melancholy Man,['The Moody Blues'],50,1970-08-07,345.346,0.385,0.434,1,11.544,0,0.722,5e-06,0.0313,0.192,0.388,132.454,4,1,1
315,68RO16eZBKH9wfX4zs93lz,Balada para un Loco,"['Roberto Goyeneche', 'Astor Piazzolla']",32,2001-04-03,266.373,0.423,0.301,0,11.091,1,0.928,4.89e-06,0.263,0.212,0.389,72.184,3,1,1
367,0JDYhTLGsAiSzAmNHQ30rG,Hold Me 'Til The Morning Comes (with Peter Cetera),"['Paul Anka', 'Peter Cetera']",41,1998-09-15,287.733,0.582,0.413,1,9.392,1,0.515,0.0,0.0314,0.0638,0.266,127.079,4,1,1
72,77l75UICfUZK5k0G7WRGqg,Traductor,Myke Towers,72,2022-07-14,222.857,0.845,0.776,11,3.098,0,0.111,0.0321,0.0488,0.0684,0.528,105.018,4,0,0
85,0XFcOM5mSAQ81tpuMWK808,Jordan (Turreo Edit) - Remix,Jona Mix,51,2022-02-17,140.584,0.655,0.505,10,8.338,0,0.124,0.179,0.0948,0.165,0.455,184.091,4,0,0
37,3kAo6dwAS9yrmFnDhTVfvY,BIEN PEGAO,Pinto “Wahin”,43,2023-01-20,168.963,0.773,0.928,5,2.222,1,0.0664,0.0,0.0959,0.104,0.86,97.061,4,0,0
