index,id,title,artists,popularity,release_date,duration_s,danceability,energy,key,loudness,mode,acousticness,instrumentalness,speechiness,liveness,valence,tempo,time_signature,label,cluster_label
26,28O1p0bQXH2F6Qn8jBZZR4,Ponle,J Balvin,61,2018-09-06,164.765,0.857,0.772,10,4.737,0,0.188,0.00181,0.195,0.0851,0.589,94.03,4,0,0
58,2GhCsAcv70yTyoawIq3GB5,Eva,['Umberto Tozzi'],32,1982-01-01,267.426,0.624,0.366,5,14.431,1,0.213,0.0,0.0395,0.441,0.576,96.41,4,1,1
65,2LgDadd2mlXU5dpYXFAckW,Turn To Me,['Roxette'],13,1986-11-24,177.0,0.844,0.622,1,8.677,1,0.586,8.37e-06,0.0456,0.0278,0.965,119.887,4,1,0
13,4qXWX3OmEKp0YCnnxJqTMO,Dos Besitos,Gusty dj,76,2022-10-27,149.083,0.864,0.667,5,4.617,0,0.245,0.0,0.0833,0.0998,0.782,96.889,4,0,0
17,3sfgK7baHGsEAiZjTOtWrz,Que Te Vaya Bien,Callejero Fino,67,2023-01-19,124.238,0.675,0.46,4,5.229,1,0.0879,0.0,0.0528,0.165,0.643,172.029,4,0,0
145,59L8x0xy8njj75vzVCPMqg,FULANITO,El Alfa,64,2021-06-03,158.532,0.93,0.837,7,4.632,0,0.256,2.37e-06,0.187,0.239,0.821,111.898,4,0,0
56,1JBWr7wsQ19PyIQUaNYAAk,MDQ 2 RKT - Remix,El Kaio,15,2022-08-19,194.667,0.788,0.776,9,4.675,1,0.00669,0.0,0.21,0.291,0.822,89.993,4,0,0
100,4EHZ571PqEo5hH4HSegSA3,Magic Dance,['David Bowie'],53,1986-01-01,252.656,0.735,0.854,9,6.185,1,0.0194,0.0,0.0466,0.138,0.714,105.945,4,1,0
38,1hf2daUOG1GA0WtimEuKns,Vo' Quien Sos,Gusty dj,53,2022-09-20,155.236,0.832,0.816,4,6.182,0,0.0484,0.0,0.304,0.133,0.689,100.034,4,0,0
24,7JNh1cfm0eXjqFVOzKLyau,Mayores,Bad Bunny,61,2017-07-14,202.453,0.743,0.855,5,3.976,0,0.141,0.0045,0.0436,0.099,0.871,96.989,4,0,0
282,2uTGX4wxnRGS3i0FSOMGCQ,Three Times A Lady,['Commodores'],55,1978-01-01,398.506,0.487,0.094,8,19.555,1,0.834,0.000224,0.0274,0.172,0.0788,74.857,3,1,1
318,6rt4FH5qFgXGmyhgKmlJcL,Is This Love,['Survivor'],41,1986-01-01,222.56,0.679,0.772,3,8.946,1,0.557,0.0,0.0328,0.0338,0.749,118.129,4,1,1
175,3u9W1EEjkOeWyyNydtGHbk,Cuando Acaba el Placer (Depois do Prazer),['Só Pra Contrariar'],52,1998-06-01,259.026,0.51,0.501,9,11.992,1,0.576,0.0,0.0568,0.0984,0.766,108.398,4,1,1
79,6Bix1x2zJnlvuLr2Xb6CXf,DURO,"Jenny ""La Sexy Voz""",70,2022-11-04,218.32,0.678,0.81,8,3.949,0,0.522,1.11e-05,0.121,0.274,0.629,171.972,4,0,0
249,3Kowu2H5WOVaGyBngkRj8W,Ei Sei Que Vou Te Amar,"['Moraes', 'Toquinho', 'Maria De Creuza']",26,2012-04-05,211.731,0.447,0.158,0,16.987,1,0.965,0.0247,0.0399,0.129,0.208,88.05,4,1,1
324,3csvcofdXhGpH68FYEIZ0E,Ladies' Nite in Buffalo? (Noche de Ronda en la Ciudad),['David Lee Roth'],33,1986-01-01,248.826,0.793,0.32,7,15.615,0,0.0912,0.000496,0.0375,0.137,0.639,114.562,4,1,1
79,5sadTDsM8v7eFgpUMpCgD5,Nos Comemos Vivos (Turreo Edit) - Remix,Tomy DJ,0,2022-06-11,129.062,0.653,0.702,1,4.557,1,0.188,0.0,0.181,0.125,0.493,175.838,4,0,0
223,3vi2IS8APhNorymm9yTsj7,Love... Thy Will Be Done,['Prince'],26,2019-06-07,247.026,0.725,0.449,2,9.769,1,0.617,0.000108,0.0356,0.109,0.662,91.407,4,1,1
100,5Eax0qFko2dh7Rl2lYs3bx,Efecto,Bad Bunny,87,2022-05-06,213.061,0.801,0.475,7,8.797,0,0.141,1.73e-05,0.0516,0.0639,0.234,98.047,4,0,0
140,6kPmFDxua9mrH8RDmSIAi7,OREGANO | E1,Tirri La Roca,50,2021-11-17,121.263,0.741,0.41,6,10.28,0,0.201,0.0,0.319,0.182,0.504,140.988,3,0,0
44,5FgQkEcqMXCqFdcsEx143b,The Four Horsemen,"[""Aphrodite's Child""]",47,1971-01-01,353.426,0.294,0.653,2,11.52,1,0.0612,0.000689,0.0504,0.14,0.185,95.011,4,1,1
361,2sRlynMtS89ewDIh44qgVu,The Love I Lost (feat. Teddy Pendergrass),"['Harold Melvin & The Blue Notes', 'Teddy Pendergrass']",0,2004-08-31,383.533,0.681,0.744,2,8.718,1,0.28,0.0,0.0567,0.0762,0.729,123.277,4,1,1
53,1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,Maldy,82,2022-08-26,209.16,0.627,0.858,11,2.824,0,0.263,0.0,0.386,0.21,0.342,92.523,4,0,0
91,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee),Daddy Yankee,0,2017-01-13,228.2,0.66,0.786,2,4.757,1,0.209,0.0,0.17,0.112,0.846,177.833,4,0,0
375,637V2ymBt4Ljlbz4EmRys8,This Used to Be My Playground,['Madonna'],48,1995-11-17,310.266,0.499,0.308,7,11.692,0,0.754,0.000943,0.0264,0.124,0.0706,75.91,4,1,1
402,40PRfdu7yrV2OavJFzONEA,I've Seen That Movie Too - Remastered 2014,['Elton John'],0,1973-10-05,357.658,0.505,0.45,5,8.671,0,0.313,1.8e-05,0.0278,0.106,0.32,114.593,4,1,1
101,3Vylr6oyxOyCor3Gfp3qAs,KU´ - Remix,Nico Servidio DJ,23,2022-04-11,185.87,0.79,0.654,2,6.797,1,0.0708,0.0,0.0605,0.264,0.641,92.006,4,0,0
99,0knzJgvW0sHAeQ6xvDaNce,Minha Namorada,"['Moraes', 'Toquinho', 'Maria De Creuza']",4,2012-04-05,228.719,0.478,0.0658,1,23.856,0,0.942,0.021,0.0403,0.145,0.225,106.177,4,1,1
75,4bHJHSpj06YBku7yUAAgUa,You Were in My Heart,['Jude Cole'],28,1987-01-01,296.6,0.559,0.538,5,9.013,1,0.354,1.21e-05,0.0246,0.111,0.438,142.013,4,1,1
121,46qsymk4BLwIsvWDxrwVtH,Remix RKT - Remix,Tomy DJ,16,2022-03-29,151.318,0.806,0.862,10,4.297,0,0.169,0.0,0.0986,0.143,0.708,91.993,4,0,0
44,76Oz7riVeTOze5U1ceIt41,CORAZÓN DESPEINADO,Rauw Alejandro,66,2022-11-11,207.063,0.636,0.874,1,3.687,1,0.179,0.0,0.269,0.661,0.7,169.986,4,0,0
113,2BEcap3xJtmiPaHKyfQi4e,Nostálgico,Chris Brown,75,2021-09-08,209.884,0.734,0.846,9,3.425,0,0.166,1.74e-06,0.0489,0.235,0.604,98.026,4,0,0
24,0fADaWdT3obxk7zvHS18VY,PANTIES Y BRASIERES,Daddy Yankee,78,2023-01-26,197.383,0.758,0.888,1,2.851,1,0.34,0.00139,0.0706,0.144,0.408,107.039,4,0,0
61,5vkAKazUKdCQpoKHDAfyqH,Entro al Party - Turreo Edit,Jona Mix,15,2022-07-22,161.201,0.795,0.568,11,7.3,1,0.0734,0.00984,0.169,0.19,0.667,90.086,4,0,0
19,12BLBKATlbWXPhuSNL8eAr,CALLEJERO FINO | Mission 10,Callejero Fino,70,2022-09-01,168.995,0.88,0.531,6,7.738,1,0.584,2.03e-06,0.147,0.114,0.522,92.957,4,0,0
191,0c1QFVTz14DuVKtX22xPR2,Cabin Down Below - 2014 Remaster,['Tom Petty'],22,2020-10-16,170.986,0.543,0.903,9,6.21,1,0.000914,0.0425,0.0353,0.162,0.829,123.141,4,1,0
381,4WUmp4jf0YpWIn7hW8khZ5,Sabato pomeriggio,['Claudio Baglioni'],17,1989-08-10,300.666,0.174,0.448,6,10.823,0,0.135,8.89e-05,0.0435,0.171,0.153,73.479,4,1,1
196,3b6wUTEuMoarUGWb9d5kLj,Hate It When You Leave,['Keith Richards'],40,1988-01-01,298.951,0.77,0.381,10,15.085,1,0.441,0.00331,0.03,0.115,0.894,104.291,4,1,1
120,608HuKHFh2N62z3Ja5vxXj,I Love You More Than You'll Ever Know,"['Blood, Sweat & Tears']",38,1968-02-01,356.893,0.456,0.391,0,9.687,0,0.665,8e-05,0.0419,0.209,0.411,133.95,3,1,1
32,0otoSS2m3QjbDLzsHMobgK,Whiskey y Coco,Myke Towers,77,2023-01-12,186.477,0.755,0.768,8,4.032,1,0.112,6.49e-06,0.145,0.203,0.617,176.006,4,0,0
109,2iLegn1UOmpNpQAxcQoGJW,Tendencia Global,Ovy On The Drums,66,2022-03-18,234.402,0.867,0.766,6,3.542,1,0.527,8.5e-05,0.124,0.111,0.607,91.023,4,0,0
136,6dmXZ9B5HdFAyzHeTneYBK,LA FAMA (with The Weeknd),The Weeknd,15,2021-11-11,188.103,0.77,0.302,0,7.911,0,0.946,3.38e-05,0.0466,0.125,0.821,136.01,4,0,1
30,0JoHqmlqE0W0i9prt6kcHR,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Juhn,67,2016-10-07,278.107,0.772,0.547,6,6.373,0,0.0983,4.35e-06,0.0541,0.107,0.0957,130.099,4,0,0
72,1t2EmLRM4pYcZv3CBZiyKR,L-GANTE | DJ TAO Turreo Session #10,L-Gante,26,2022-05-12,166.018,0.819,0.692,1,4.921,0,0.303,6.06e-05,0.2,0.0909,0.641,83.989,4,0,0
28,2TDyyEBasw10wu5Uh94bR1,PUNTO 40,Baby Rasta,80,2022-09-22,190.654,0.873,0.826,0,0.722,1,0.00127,0.0361,0.0876,0.311,0.201,106.972,4,0,0
137,4OsoKybDeLhcXtlxIgxx56,Salimo de Noche Turreo Edit,Dj Agus Lima,11,2021-10-31,161.942,0.643,0.711,1,4.756,0,0.0661,2.36e-06,0.0998,0.086,0.514,139.611,3,0,0
55,4C6lSKKA4UrHLzw2Oe3ufq,Toi Ready Pa La Disco,Sak Luke,49,2022-12-02,144.795,0.724,0.894,3,2.154,1,0.0559,1.51e-06,0.219,0.0629,0.867,184.056,4,0,0
308,4gkzNrFIea1F34OGhKUloJ,"You and I, Pt. II - Full Version; 2017 Remaster",['Fleetwood Mac'],29,1987-04-13,387.813,0.441,0.541,9,11.971,1,0.162,0.0147,0.047,0.241,0.589,125.602,4,1,1
322,4EUtso2WpFvcgUCeF9Te8p,She's Not There,['The Zombies'],0,2003-04-29,144.599,0.484,0.566,4,9.281,0,0.256,0.0,0.0436,0.321,0.75,131.8,4,1,1
48,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,Cris Mj,81,2022-01-21,153.75,0.87,0.548,10,5.253,0,0.0924,4.6e-05,0.077,0.0534,0.832,96.018,4,0,0
325,4ZVWvCUwsOnIGmJMj71RkG,#9 Dream - Remastered 2010,['John Lennon'],48,1974-09-26,286.813,0.406,0.597,0,11.745,1,0.0744,0.0133,0.0336,0.254,0.478,115.474,4,1,1
386,04ijIUVdT4Qy1SBWFUPROY,Trouble,['Lindsey Buckingham'],54,1981-01-01,236.533,0.695,0.503,1,12.91,1,0.111,0.0134,0.0361,0.0996,0.969,124.113,4,1,1
145,3ukAkL7aLVrDf7x2XiUkNZ,Her Town Too (with J.D. Souther),"['James Taylor', 'JD Souther']",45,1981-01-01,274.44,0.706,0.403,2,15.017,1,0.18,0.0,0.0277,0.0975,0.56,97.381,4,1,1
77,1mp4q6aabLOj6E7izXVKNO,Heart (Stop Beating in Time),['Leo Sayer'],8,1975-01-01,275.906,0.664,0.415,8,14.535,0,0.204,0.0,0.024,0.254,0.681,92.935,4,1,1
147,0nlZjTPzW6S9JIESuGfImT,Lowdown,['Boz Scaggs'],61,1976-01-01,315.64,0.662,0.788,11,5.544,0,0.0812,0.141,0.0635,0.0351,0.929,116.499,4,1,0
63,3Ne5uYDFzHEFYAPbaBMIck,AUTOMÁTICO,Maria Becerra,75,2022-09-08,175.317,0.68,0.808,10,3.854,0,0.0911,2.23e-06,0.224,0.205,0.868,176.131,4,0,0
13,25ceFvWSaI3zoy9hhNYDqu,Cat People (Putting Out Fire) - 2018 Remaster,['David Bowie'],45,1983-04-14,309.96,0.502,0.867,10,5.631,1,0.063,0.000395,0.0501,0.0918,0.752,128.295,4,1,0
84,2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,Willy William,0,2017-06-30,189.44,0.543,0.677,11,4.915,0,0.0148,6.21e-06,0.0993,0.13,0.294,103.809,4,0,0
313,2gmEnlP6D1LhpwwjUhKhxP,Senza fine,['Gino Paoli'],48,2001-01-25,167.8,0.206,0.299,8,10.304,1,0.925,6.32e-06,0.0375,0.114,0.32,169.702,3,1,1
22,7rwX0O3RlxqqIjQM8evm5E,Solita,Almighty,73,2018-01-19,311.726,0.807,0.633,10,6.016,0,0.0564,0.0,0.0929,0.107,0.325,138.038,4,0,0
51,6LahUh0U4umx6hDFfVWlGi,You Don't Know Me,['Ray Charles'],50,2009-06-02,196.92,0.231,0.284,3,12.178,1,0.881,0.0,0.0415,0.0992,0.369,70.679,5,1,1
257,1GeszH3DWCOKwK0d8D5gEZ,Et si tu n'existais pas,['Joe Dassin'],57,1975-11-22,206.24,0.583,0.717,11,7.424,0,0.0387,7.3e-05,0.0293,0.153,0.671,99.211,4,1,0
84,4RuXJVAsDaF52Z8D6lYRXX,Pa Tra Rkt - Remix,Papichamp,57,2022-03-24,498.667,0.877,0.707,1,6.049,1,0.206,0.0,0.132,0.301,0.835,89.986,4,0,0
157,49ke1qwOtVOkc37k41wN9f,Caught by Surprise - 2009 Digital Remaster,['Laban'],28,2010-01-04,225.453,0.636,0.776,4,7.714,0,0.0315,0.000489,0.0322,0.0824,0.603,117.331,4,1,0
62,62SlFLFoxkP2rnAIHxV9n1,It's in the Way That You Use It - 1999 Remaster,['Eric Clapton'],6,1986-11-24,251.453,0.531,0.925,1,5.004,0,0.11,0.031,0.0399,0.0798,0.881,200.934,4,1,0
24,0fQbLONJQqFSePMz1I4UNT,Cabildo y Juramento,['Conociendo Rusia'],53,2019-10-04,203.826,0.714,0.52,7,5.625,0,0.264,2.64e-06,0.0367,0.344,0.541,129.911,4,1,0
332,6HhVHZTzhjvS5erfCm4roh,Eminence Front,['The Who'],43,1982-09-04,340.24,0.694,0.788,5,9.679,0,0.222,0.554,0.0299,0.0372,0.569,98.089,4,1,1
3,2ijef6ni2amuunRoKTlgww,Sin Pijama,Natti Natasha,64,2018-04-20,188.56,0.791,0.745,11,3.695,0,0.354,2.93e-05,0.0464,0.104,0.82,94.014,4,0,0
309,1DdcRUcSG9JSZmSmqTkBL9,Farem que Surti el Sol,['Sopa De Cabra'],8,2019-11-29,197.717,0.715,0.461,1,12.523,0,0.76,0.124,0.0941,0.124,0.604,115.974,4,1,1
69,5VpwKZMcRHOOLFtzsCuLds,Ahi Ahi Ahi (RKT) - Remix,Maty Deejay,13,2022-07-07,252.779,0.831,0.781,1,6.952,1,0.0975,0.0,0.151,0.0379,0.933,94.021,4,0,0
299,5VeUYj1CI93h74bo3e360T,A Matter of Time,['Spandau Ballet'],21,1989-09-18,315.733,0.658,0.291,4,15.877,0,0.0655,0.0,0.0355,0.123,0.193,120.023,4,1,1
146,4AKK4j6sYhOO1r6My2qqWO,TRUCHO,Al Records,57,2021-09-11,144.0,0.779,0.562,0,5.678,1,0.45,1.29e-05,0.26,0.0974,0.57,89.853,4,0,0
21,5AGNKPanT6xiQvDwCTZa6j,Letanía,Jonna Torres,53,2022-10-06,203.267,0.912,0.686,11,4.725,0,0.105,0.0,0.0882,0.119,0.596,89.985,4,0,0
20,60ndTWfoSXWqHUVpYTDZ3h,I Need You,['F.R. David'],39,1983-01-01,209.346,0.641,0.738,3,7.066,1,0.544,0.0,0.0314,0.15,0.632,124.885,4,1,0
25,5Y9fnynLlIvqtM710MHzfz,Síguelo Bailando,Ozuna,65,2017-08-25,226.8,0.855,0.664,9,7.11,0,0.165,3.97e-05,0.0607,0.0937,0.626,98.015,4,0,0
49,1IT2VUL1Nx6Y3AdCfm0wcO,Pechito Partido,Rei,67,2022-08-24,147.109,0.829,0.633,0,6.295,1,0.169,0.0,0.0723,0.207,0.598,89.961,4,0,0
50,1jD9oWKXM22f9XEbzsW5Ws,Lady in Black,['Uriah Heep'],40,1971-02-15,280.586,0.412,0.626,9,10.24,0,0.00685,0.0,0.0282,0.21,0.842,88.321,4,1,0
137,55zSZC4jmhQkcc01Y98ipc,El Momento,RAFIK,33,2021-11-19,190.909,0.721,0.528,8,8.718,0,0.313,0.000102,0.195,0.0888,0.421,175.972,4,0,0
136,6l6b7epmL1Eg7ZlxYqMVed,Here Comes The Flood,['Peter Gabriel'],38,1977-01-01,339.0,0.447,0.322,1,10.099,0,0.533,4.29e-06,0.032,0.0954,0.102,128.746,4,1,1
228,5k68ZFktJA3JlRfenOJA9y,You and Me,['Alice Cooper'],42,1977-01-01,306.573,0.613,0.317,10,16.102,0,0.369,0.000288,0.0293,0.0775,0.473,113.124,4,1,1
62,1jl9TPNUehmS24N84LYuuT,TEKA | E6,EL NOBA,57,2022-07-07,137.5,0.57,0.551,2,7.677,1,0.307,0.0,0.34,0.0994,0.573,171.067,4,0,0
374,6iABG3ruJ1ArrulilbVhai,Crazy for You,['Madonna'],42,1995-11-17,224.52,0.667,0.712,9,6.575,1,0.121,0.0,0.0294,0.128,0.538,95.009,4,1,0
351,2EzTLbGTRB1tD47jN509wc,Keeping the Love Alive,['Air Supply'],49,1981-01-01,218.093,0.323,0.481,0,8.442,1,0.565,1.47e-05,0.0328,0.202,0.222,173.092,4,1,1
340,1gci2QBGH5nzPWePv6ATom,Reality,"['Vladimir Cosma', 'Richard Sanderson']",49,2014-12-31,289.733,0.306,0.429,7,9.464,1,0.304,1.89e-06,0.0269,0.149,0.174,152.829,4,1,1
105,62Z5SbFnQD6p3KjGWgbfJq,Cosa Sei,['Ricchi E Poveri'],49,1997-01-01,286.293,0.678,0.521,2,11.246,0,0.103,8.22e-06,0.0244,0.0596,0.717,97.513,4,1,0
254,0u1aTSECO4nEIjmflXzjrK,13 Jours En France,['Francis Lai'],27,2007-07-02,247.08,0.16,0.312,7,12.916,0,0.953,0.764,0.0319,0.161,0.184,96.489,3,1,1
81,5yBeFTSSXEWbiud2kUXYdJ,MDQ RKT - Remix,RYH,45,2022-04-29,160.0,0.764,0.79,9,4.575,1,0.0186,0.0,0.171,0.0797,0.722,89.975,4,0,0
5,7kthOEffJQSYAIIh6BEAJE,Inspector Mills,['America'],46,1982-01-01,312.6,0.52,0.329,0,13.421,0,0.0972,0.0,0.0237,0.0754,0.347,89.518,4,1,1
168,08uVknixiIZGP9Lt9sobQF,I Don't Care,['Elton John'],19,1978-10-01,263.773,0.768,0.813,7,8.794,1,0.054,0.000319,0.0407,0.294,0.755,133.047,4,1,0
17,6jA8JUuPCGYjFcgw0AoM5T,Me Niego (feat. Ozuna & Wisin),Wisin,0,2018-02-16,221.653,0.777,0.779,0,4.449,0,0.0543,0.0,0.0972,0.636,0.768,94.023,4,0,0
33,1DTmxMoV47mkuTrSY2xkyl,Le doy perreo,Callejero Fino,70,2022-12-24,138.98,0.872,0.544,10,7.097,0,0.233,0.0,0.306,0.26,0.593,98.024,4,0,0
289,1p8Co3ZVnAwtKm0hUc0yVN,Wherever I Go,"['Mark Knopfler', 'Ruth Moody']",49,2015-03-09,384.626,0.625,0.112,11,16.647,1,0.913,0.153,0.0322,0.0556,0.25,130.513,4,1,1
287,0rhyBUAgNXwdyvGVXSrLzc,Into The Night,['Benny Mardones'],54,1980-01-01,271.8,0.435,0.69,0,6.635,0,0.463,0.0,0.0388,0.104,0.51,163.486,4,1,1
209,0M7oqERflkrJVHD3IAZqxo,Cities On Flame with Rock and Roll,['Blue Öyster Cult'],50,1972-01-01,242.64,0.337,0.886,4,8.607,1,0.0716,0.00156,0.098,0.204,0.648,177.713,4,1,0
226,3tlDsISIR5CuakDD3ruB2V,Driver's Seat,"[""Sniff 'n' The Tears""]",0,1978-01-01,240.746,0.752,0.806,11,7.19,0,0.0186,0.0892,0.0368,0.205,0.973,132.973,4,1,0
85,2auopnnjWjDvDpxRxgyH6T,Say It Ain't True,['Rod Stewart'],10,1980-01-01,242.56,0.482,0.445,4,10.446,1,0.468,0.0,0.0316,0.3,0.276,115.665,3,1,1
128,0HghA8NwsiFcgROYKFjX3W,EL TIRRI | DJ TAO Turreo Sessions #8,DJ Tao,37,2022-01-27,184.053,0.601,0.695,10,4.393,1,0.214,0.0,0.246,0.0552,0.591,127.144,5,0,0
230,1lB6TCFlx4f50wdetOuGcT,What You Won't Do for Love,['Bobby Caldwell'],0,1978-08-19,286.493,0.642,0.397,6,16.842,1,0.461,0.000834,0.0639,0.106,0.798,84.064,4,1,1
20,3Zyk5Vd9WNPNVWxvb0EZTk,X SI VOLVEMOS,Romeo Santos,85,2023-02-03,203.36,0.793,0.78,1,4.247,0,0.341,0.0,0.249,0.111,0.576,178.046,4,0,0
20,1ap6varPu8ic8DIIYgNBlo,Doncella - Turreo Rkt,DANEE MIX,18,2022-11-19,151.236,0.842,0.575,0,7.405,1,0.023,9.79e-06,0.0711,0.0806,0.622,92.017,4,0,0
1,1mfOVu9M9P4NfZZvotQ7NV,Cruel to Be Kind,['Nick Lowe'],0,2011-03-13,210.106,0.697,0.664,0,10.406,1,0.0597,2.95e-06,0.0261,0.0427,0.811,131.686,4,1,0
343,0RtAXppgY5K3BKEOZl4Lhg,Your Song - Demo Version,['Elton John'],25,1970-04-10,213.413,0.557,0.164,3,13.508,1,0.944,0.0016,0.0356,0.117,0.337,144.325,4,1,1
166,1klK7tSyItmTadj6gROa31,La radio,['Dyango'],25,1987-01-01,196.64,0.212,0.552,3,9.508,1,0.213,0.0,0.0615,0.0666,0.344,199.543,4,1,1
26,5yLUZHmQEckEo7cFCwYaYI,TORO RKT - Remix,Dani Cejas,27,2022-10-29,122.238,0.837,0.509,0,8.934,1,0.159,2.17e-05,0.0915,0.0896,0.678,99.97,4,0,0
27,0Qqrehp0IC6ppqIUz6mPCe,No Sigue Modas,Juan Magán,49,2011-11-29,189.84,0.709,0.801,0,4.688,1,0.0252,0.0,0.0533,0.159,0.829,128.007,4,0,0
48,7BfSyMqRMRUNCXE4z91okl,CHOCOLATE RKT - Remix,Chiky Dee Jay,32,2022-08-26,151.2,0.774,0.647,7,9.159,1,0.0557,0.0,0.137,0.104,0.811,100.011,4,0,0
70,3qrEG6rQ9Qm72MNWeUKKiU,Wham Bam Shang-A-Lang,['Silver'],60,1976-01-01,212.84,0.65,0.759,1,4.932,1,0.353,0.0,0.0355,0.155,0.943,121.454,4,1,0
277,3QtSipg5he2abXSKDw8K5e,Ruthless Queen,['Kayak'],30,2009-01-01,290.533,0.53,0.458,5,9.835,1,0.0834,0.00106,0.0292,0.201,0.219,123.683,4,1,1
116,6PMWJlpsP6uocjP4YTUW3H,CARANCHO,DT.Bilardo,30,2022-03-23,149.441,0.705,0.512,1,6.019,1,0.183,6.37e-06,0.308,0.549,0.498,82.926,4,0,0
215,3BGIGeERz6xIbxCuDEvFfw,Bad News,['Moon Martin'],38,1980-01-01,231.733,0.655,0.762,5,5.317,0,0.0156,0.43,0.0486,0.0913,0.866,150.327,4,1,0
92,09huOVRryZNV2deKFZLJDC,Waiting for a Star to Fall,['Boy Meets Girl'],59,1988-06-01,270.72,0.662,0.844,3,6.034,1,0.145,0.00011,0.027,0.137,0.592,116.346,4,1,0
130,3o6UBa3ct2XHOvDfVajzWl,Tabú,Xcelencia,39,2022-01-28,171.125,0.748,0.657,1,6.162,0,0.108,0.000699,0.0759,0.321,0.597,95.987,4,0,0
38,33tSpkg10y5QCydjrXKeT4,Extrañándote,Rauw Alejandro,46,2019-11-08,185.137,0.759,0.606,7,6.134,1,0.0135,5.87e-05,0.042,0.411,0.832,92.005,4,0,0
285,3aB83yzHM78NJWZjqn6yea,"Let The Sunshine In (From The Musical Production ""Hair"")",['Hugo Winterhalter'],27,2005-01-01,296.013,0.421,0.499,7,12.185,0,0.681,0.895,0.142,0.598,0.698,128.094,4,1,1
89,0rc7lTQeS7Ua4vLX4heLGJ,Buongiorno anche a te - 2016 Remastered,['Loredana Bertè'],30,1980-09-23,209.99,0.386,0.354,7,11.767,1,0.527,3.31e-05,0.0294,0.112,0.393,104.076,4,1,1
172,2SWSDlNAMZC3ILXZoKEKVs,Eterna Soledad,['Los Enanitos Verdes'],57,1996-01-01,173.373,0.557,0.325,0,11.515,1,0.36,0.0,0.0275,0.113,0.151,81.638,4,1,1
206,4gTPNMC62wseaDTDnyyOEK,Tell Me What You Dream,['Timothy B. Schmit'],28,1984-01-01,287.746,0.401,0.306,11,14.921,0,0.11,0.00228,0.027,0.285,0.387,174.363,4,1,1
43,3CENBF0HAGV871z5hP7Baz,Baila Para Mi (Turreo Edit) - Remix,El Kaio,28,2022-09-14,160.0,0.663,0.728,0,5.275,1,0.19,2.56e-05,0.226,0.0637,0.615,180.117,4,0,0
140,43qcs9NpJhDxtG91zxFkj7,Fiel - Remix,Myke Towers,65,2021-06-15,349.547,0.839,0.711,6,4.733,0,0.398,2.02e-06,0.0473,0.118,0.573,97.99,4,0,0
16,64G4XgYfbsk5JXksO0vLez,Canzoni Stonate,['Gianni Morandi'],3,1994-03-28,261.16,0.435,0.343,1,15.882,0,0.533,0.000581,0.0396,0.149,0.417,75.922,4,1,1
260,5aJ0GLNlCwl3VUtIPHMLLX,Laughing,['The Guess Who'],20,1971-01-01,161.2,0.369,0.508,2,10.853,1,0.463,0.000152,0.037,0.211,0.433,91.933,4,1,1
76,7IIXpz0VawmjNizwfGEaEy,La Hora del Insomnio,['Satélite 23'],32,2017-06-23,306.6,0.914,0.682,6,7.266,0,0.0774,0.053,0.0353,0.0698,0.961,120.019,4,1,0
2,51nXevXdRRpGulhPzhNKP9,Tirri 23,Bussa Records,39,2023-01-14,169.787,0.831,0.82,8,5.752,1,0.00302,0.0,0.0601,0.0546,0.23,94.032,4,0,0
320,4PX8oveB2dH3lHbFsdXiGW,Your Own Sweet Way,['The Notting Hillbillies'],51,1990-01-01,271.706,0.51,0.176,2,19.491,0,0.515,0.684,0.0353,0.0817,0.595,104.292,4,1,1
10,2KPQyl3ganA8kWUFuTdkIw,SJU,Stems,26,2023-02-17,154.667,0.846,0.859,5,5.34,0,0.0456,0.026,0.0984,0.0765,0.548,89.988,4,0,0
119,1Ya2AtdY6PxR32UOf3WDPW,Chetos Vs. Turros,Locura Mix,53,2022-04-10,137.029,0.804,0.608,1,6.283,1,0.279,0.0,0.304,0.506,0.723,84.94,4,0,0
96,5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,80,2021-06-24,287.12,0.762,0.766,7,3.955,1,0.00776,6.98e-05,0.0343,0.128,0.442,130.001,4,0,0
60,4b6Lk3t4SInuKDpSBpiicy,Red Bull Red Label,Omar Varela,50,2022-06-23,169.592,0.726,0.835,7,2.24,1,0.0496,0.00014,0.277,0.0821,0.693,195.978,4,0,0
393,31MOjWj3CT3dCQsMV2b8Wu,Blue Monday '88,['New Order'],63,1994-01-01,244.72,0.681,0.893,7,8.485,1,6.47e-05,0.383,0.0378,0.0626,0.951,130.475,4,1,0
169,71zJRiAG1f817v9R9tYMvg,Song For Guy,['Elton John'],52,1978-10-01,413.866,0.459,0.165,0,15.95,1,0.0175,0.000276,0.047,0.0895,0.123,122.861,4,1,1
148,3GVhCuS4BRxCTvVj4Cmc8w,How Much I Feel,['Ambrosia'],57,1978-01-01,283.4,0.667,0.513,4,7.96,1,0.305,0.0,0.026,0.0851,0.518,95.306,4,1,1
